torch.cos,"arg_0_tensor = torch.rand([512], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/101.py,bug
torch.cos,"arg_0_tensor = torch.rand([5], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/102.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 512], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/103.py,bug
torch.cos,"arg_0_tensor = torch.rand([5, 5, 5], dtype=torch.complex128)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/104.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 512], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/105.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 450, 1], dtype=torch.float16)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/106.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 512], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/107.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 512], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/108.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 512], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/109.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 512], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/110.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 512], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/111.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 512], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/112.py,bug
torch.cos,"arg_0_tensor = torch.rand([5, 5, 5], dtype=torch.float64)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/113.py,bug
torch.cos,"arg_0_tensor = torch.randint(-32,4,[1025, 512], dtype=torch.int16)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/114.py,bug
torch.cos,"arg_0_tensor = torch.randint(-32,4,[1025, 512], dtype=torch.int16)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/precision-oracle/success/torch.cos/7.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 512], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/115.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 512], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/116.py,bug
torch.cos,"arg_0_tensor = torch.rand([1, 16], dtype=torch.bfloat16)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/117.py,bug
torch.cos,"arg_0_tensor = torch.rand([1, 16], dtype=torch.bfloat16)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/precision-oracle/success/torch.cos/8.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 512], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/118.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 512], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/119.py,bug
torch.cos,"arg_0_tensor = torch.randint(-8192,8192,[5, 9], dtype=torch.int32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/120.py,bug
torch.cos,"arg_0_tensor = torch.randint(-8192,8192,[5, 9], dtype=torch.int32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/precision-oracle/success/torch.cos/9.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 512], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/121.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 512], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/122.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 512, 1], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/123.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 512], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/124.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 512], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/125.py,bug
torch.cos,"arg_0_tensor = torch.rand([1026, 512], dtype=torch.float32)
arg_0 = arg_0_tensor.clone()
","arg_0,","res = torch.cos(arg_1,)
",/media/nimashiri/SSD/testing_results/FreeFuzz/torch/v1.8.0/cuda-oracle/success/torch.cos/126.py,bug
